English Text,Hebrew Text,Sentiment
"sir think the biggest achievement the government that they have transformed the infrastructure india upside down people shud vote again modi leap the higher level
now not sky but stratosphere will the limit ","אדוני, חושב שההישג הגדול ביותר שהממשלה שינתה את התשתית בהודו, בהפוכה, אנשים שאד מצביע שוב, מדלגים על הרמה הגבוהה יותר עכשיו, לא על השמיים, אלא הסטרטוספירה תגביל את הגבול.",1.0
nirav modi funded bjp’ poll campaign says shiv sena ,"קמפיין הסקרים של ""נירב מודי"" ממומן על ידי בי.ג'יי.פי.פי.",2.0
modi will form govt,MODI ייצור GOVT,2.0
pls print photo chowkidaar public toilets also and name them modi mutralaya claims that under modi lots toilets have been constructed ,הדפסת pl תמונות אסלות ציבוריות chowkidar גם שם אותם mudi mutralaya טוען כי תחת שירותי MODI לוט כבר נבנה,2.0
vote kar narendra modi appeals everyone during tweetstorm via namo app  ,קול קאר נרנדרה מודי ערעורים כולם במהלך tweetstorm באמצעות אפליקציה Namo,2.0
entire opposition trying malign image one person this the proof how strong modi and how faithful towards nation ,כל האופוזיציה מנסה תמונה מלכלכת אדם אחד זה ההוכחה כמה חזק modi וכמה נאמן לאומה,1.0
congress leaders mallikarjuna kharge suresh abused singular manner leader shivalinge gowda asks people throw stones modi this party culture siddu ,מנהיגי קונגרס Malikarjuna kharge sursh התעלל באופן ייחודי מנהיג gooda shivalinge שואל אנשים לזרוק אבנים modi תרבות מפלגה זו iddu,2.0
“today every patriot should have only one motive stop the modi government from coming back power again any cost arvind kejriwal said book launch ,היום לכל פטריוט צריך להיות רק מניע אחד לעצור את ממשלת modi מלחזור כוח שוב כל עלות arvind kejriwal אמר השקת ספר,2.0
the only business flourish under are businesses embezzlement via ,העסק היחיד שמשגשג תחתיו הם עסקים במעילה באמצעות,2.0
would you able what modiji done you are capable encourage rahul misbehave criticize modi spoiling his career advise rahul join modiji you congress wants real vikas this message from janta janardanor ready suffer duffer should understand ,האם אתה מסוגל מה modiji עשה אתה מסוגל לעודד RahuI ביקורת ביקורת modi מקלקלת את הקריירה שלו לייעץ Rahul להצטרף modiji הקונגרס אתה רוצה ויקאס אמיתי הודעה זו מג'אנטה ג'נרדנור מוכן לסבול duffer צריך להבין,1.0
"hve traversed the same beaten track even over the yrs
let try new one",hve חצה את אותו מסלול מובס אפילו מעל yrs לתת לנסות אחד חדש,1.0
the structure our society was being damaged extensively and you going gaga over modi that time,המבנה שהחברה שלנו ניזוקה בהרחבה ואתה הולך לגאגה על מודי באותו זמן,2.0
"there difference
pakistani state dont support such crime but your narindra modi state support lynching beating and hate crime specially with muslim
indias society now 2019 living pre stone age thats why they kill beat human being for cow animal","יש הבדל שמדינת פקיסטני לא תומכת בפשע כזה, אבל מדינת נארינדרה מודי שלך תומכת בלינץ' ושנאה בפשע, במיוחד עם חברת הודו המוסלמית כיום, 2019.",0.0
india prime ministerchowkidar has become synonymous with patriotism modi tells lakh security guards ,"ראש ממשלת הודו, צ'וקידר, הפך להיות שם נרדף לפטריוטיות, מודי, אומר למאבטחים של לאק,",2.0
modi also live for few years only like you not god like you without modi also india will move with 130 crores brothers and sisters,גם מודי חי כמה שנים רק כמוך לא אלוהים כמוך בלי מודי גם הודו תעבור עם 130 קרואים אחים ואחיות,0.0
ghuma phira kay baat kijiye simple said india needs human being not modi thats ,גאמה פיארה קיי באאט קיג'ייה פשוט אמר אינדיה צריכה בן אדם לא modi זה,2.0
now air india boarding pass with pictures narendra modi causes stir ,עכשיו כרטיס טיסה להודו עם תמונות Narendra modi גורם לערבב,2.0
lol now modi responsible for not hosting his website properly ,עכשיו אני אחראי לכך שהוא לא מארח את האתר שלו כראוי.,1.0
"how dare call modi demon
this hypocrite should made show his real face the publicand should take action and this should example","איך אתה מעז לקרוא לשד החנון הזה להראות את פרצופו האמיתי לציבור, ולנקוט בפעולה, וזה צריך לשמש דוגמה.",1.0
jail because was animal lover and was worried about the fodder his buffaloes frustration did scams for his buffaloes should stand with the family and assure them that modi comes power they wont frustrated buffaloes food,כלא כי היה אוהב בעלי חיים והיה מודאג מהבשר התאואים שלו תסכול עשה הונאות עבור התאואים שלו צריך לעמוד עם המשפחה ולהבטיח להם כי modi מגיע כוח הם לא מתוסכלים מזון תאואים,0.0
modi urges noted personalities spread voter awareness via namo app  ,מודי קורא לאישיויות ידועות להפיץ מודעות לבוחרים באמצעות אפליקציית נמו,2.0
the able capable and innovative enough look india afresh “ for one optimistic that with his leadership india will that new india that has promised” ,"המראה החדשני והמסוגל של הודו עבור אופטימי אחד, שעם הנהגתו, הודו תהיה הודו החדשה שהבטיחה זאת.",1.0
"you may think have lot hatred for bjp modi
but the truth grateful them bjp rss helped understand what means with the congress what means indian hindu shiv bhakt ",אתה אולי חושב שיש הרבה שנאה לBJP modi אבל האמת אסירת תודה להם BJP RS עזר להבין מה זה אומר עם הקונגרס מה זה אומר הודי הינדי shiv bhakt,2.0
only thermal power capacity added historic low but modi vikas purash,רק קיבולת כוח תרמית הוסיפה נמוכה היסטורית אבל מודי ויקאס פורש,2.0
but you questioned modi jis headgears giving the right and the moral authority troll you,אבל אתה פקפקת במודי ג'יס headgears נותן את הזכות ואת הסמכות המוסרית טרול אתה,1.0
railing against sonia because the colour her skin indeed her place birth her premarriage nationality would breach the model code conduct sources said read more ,מעקה נגד סוניה כי הצבע עורה אכן לידה מקום הלאום טרום הנישואין שלה היה לפרוץ מקורות התנהגות מודל אמר לקרוא יותר,1.0
hate congress for many reasons but remember they are not vicious vile bjp under modi shah ,"שנאו את הקונגרס מסיבות רבות, אך זכרו שהם אינם BJP הנתעב אכזרי תחת מודי שאה.",1.0
ी ो ाी ाें तरफ ी े ा तरफ right why has fight all when will not doing anything debates not even asking question ,"""למה לריב עם כולם כשלא עושים שום דבר בלי לשאול שאלות?""",1.0
"said because did kudos nitin gadkari heavyweight and most efficient minister modi govt
",אמר כי עשה kados nitin gadkari במשקל כבד והכי יעיל שר modi govt,1.0
modi scared bjp will not win ,MODI מפחד BJP לא ינצח,0.0
"please dont forget remove fakendra modis corrupt fake and failure government े ें ौ़ेंे ो ी ीेंे source rangeen duniya via dailyhunt ाउनलो ें
",אנא אל תשכח להסיר MODIS אנדרה מזויף מושחת ממשלה וכישלון □ □ ▪ מקור טווח duniya באמצעות ציד יומי □,0.0
these goons have much bigger and dangerous plans modi comes back and declares himself for lifewill dis neonormal post  ,"לבריונים האלה יש תוכניות הרבה יותר גדולות ומסוכנות, מודי חוזר, ומצהיר על עצמו, שהחיים לא יהיו מקובלים.",0.0
"
modiji wont tired crying foul
main chowkidar hun desh tijoari panja nahi padne dunga but deshbhakt and servent people 14days bfr modi govt conveniently changed rules sez for adani kick back",Modiji want tired crying fall chowkidar main main hun desh tijoari panja nahi padne dasha but deshbhakt and servet people 14 days bfr modi govt changed sz for adani בעיטות בחזרה,0.0
who says iran against modi,מי אומר איראן נגד modi,2.0
will modis pictures boarding passes invite trouble take decision news ,האם תמונות modis כרטיסי עלייה למטוס מזמינים צרות לקחת חדשות החלטה,0.0
like modi,כמו modi,2.0
the cronies the cronies for the cronies 2002 adani enterprises his main holding company was worth barely million decade later claimed have built assets worth billion gujarat model modi adani modani ,"חברי הקונגרס של חברי המועצה ב-2002, חברות האחזקות הראשיות שלו היו שוות בקושי מיליון עשור לאחר מכן, טענו שהם בנו נכסים בשווי מיליארד גוג'ארט, מודל מודאני מודאני מודאני.",1.0
you are talking about dynasty son modi sambit also got ticket,אתה מדבר על שושלת בן מודי סמביט גם קיבל כרטיס,2.0
better than your congress who sold our country modi actually reclaiming back ,"יותר טוב מהקונגרס שלך שמכר את המדינה שלנו, למעשה, מחזיר בחזרה.",1.0
read the truth behind how modi sold off indias most precious forests chor chowkidar ,קרא את האמת מאחורי איך modi מכר את הודו היער היקר ביותר chorchikidar,1.0
whats your problem only modi 2019,מה הבעיה שלך רק modi 2019,2.0
you are decent lady you could have played very constructive role indo pak relationship but you toed modi’ line hate extremism now instead doing something stop lynching raping burning alive blinding with pellets you are interferingwhy,"את אישה הגונה, יכולת לשחק תפקיד מאוד מועיל במערכת יחסים של אינדו פאק, אבל את שונאת את זה עכשיו, במקום לעשות משהו, להפסיק לאנוס, לשרוף בחיים, לסנוור עם כדורים, את מפריעה למה?",0.0
one vote can make all the difference anil kapoor answers modis election 2019 clarion call extends support his vote kar campaign via namo app  ,קול אחד יכול לעשות את כל ההבדל אניל קאפור עונה לבחירות 2019. שיחת ההבהרה מרחיבת את תמיכתו במסע הבחירות של קאר באמצעות אפליקציית נמו.,2.0
modi has zero accountability never gave single press conference and mute spectator during hate crimes against our minorities ,למודי אין שום דין וחשבון מעולם לא נתן מסיבת עיתונאים אחת וצופה אילם במהלך פשעי שנאה נגד המיעוטים שלנו,0.0
"you may think have lot hatred for bjp modi
but the truth grateful them bjp rss helped understand what means with the congress what means indianhindu shiv bhakt ",אתה אולי חושב שיש הרבה שנאה לBJP modi אבל האמת אסירת תודה להם BJP RS עזר להבין מה זה אומר עם הקונגרס מה זה אומר הודינדו shiv bhakt,2.0
and modi claiming that corruption reduced during his tenure fact has increased manifold now govt officers are openly threatening demanding bribes like their birth right take bribes work done without exchange money,ומודי טוען ששחיתות מופחתת במהלך עבודתו הקביעות הגדילה את הסעפת עכשיו קציני Govt מאיימים בגלוי דורש שוחד כמו זכות הלידה שלהם לקחת עבודת שוחד נעשה ללא כסף חליפין,1.0
ratan tata lavishes praise narendra modi says will deliver new india  ,רטאן טטה מרעיף שבחים נרנדרה מודי אומר שיספק הודו חדשה,1.0
modi vindicated iim study debunks jobless growth theory says million added labour force yearly ,"מודי הצדיקה את לימודיהם של אנשים חסרי עבודה, תיאוריית הצמיחה אומרת שמיליון כוח עבודה נוסף מדי שנה.",2.0
 nation pmimran same tke action against muslim family haryana indianstaterss modi followers brutel beaten muslims family why thy celebrate ,"אומה פמיראן, אותה פעולה נגד משפחה מוסלמית, הריאנה, ילידי הודו, חסידים, בריונים, הביסו את משפחת המוסלמים, למה אתה חוגג?",1.0
lodha group big scamster nirav modi probably bigger has cheated millions under the pretense being bjp mla too busy satisfying his hunger for money power the cost investors,"קבוצת לודה, נוכל גדול, כנראה גדול יותר, רימה מיליונים בהעמדת פנים שהוא עסוק מדי בסיפוק רעבונו לכסף, כוח העלות המשקיעים.",1.0
modis rise political leadership coincided with the expanding use social media india started tweeting 2009 when was amongst very few leaders india social media platform oct 2012 had million followers today … ,ההנהגה הפוליטית המודיס עלתה בקנה אחד עם השימוש הרחבת המדיה החברתית בהודו החלה לצייץ 2009 כאשר היה בקרב מעט מאוד מנהיגים במדיה החברתית אוקט 2012 היו מיליון עוקבים היום...,0.0
their intentions were not right javed akhtar finding his name the poster the modi biopic mumbai mirror ,כוונותיהם לא היו נכונות ג'אבד אקטר למצוא את שמו הפוסטר המראה biopic mombai,0.0
how supposed good friends with you you see nothing wrong demonizing entire community ,איך אמור חברים טובים איתך אתה רואה שום דבר רע דמוניזציה קהילה שלמה,1.0
after ministers impotent slur opposition drags modi ndtv news ,לאחר השרים אימפוטנט השמצה התנגדות גורר חדשות modi ndtv,2.0
what khejrival said absolute truth which going happen rss led modi comes power again and that will the end democratic system with more elections and advent dictatorship whose signs are already visible ,מה khejrival אמר אמת מוחלטת אשר הולך לקרות Rss הוביל modi מגיע כוח שוב וזה יהיה סוף המערכת הדמוקרטית עם יותר בחירות ודיקטטורה הקדמה הסימנים כבר נראים,1.0
lok sabha election 2019 live made possible says ganga yatra financialxpress,Lok Sabha בחירות 2019 עשה חיים אפשריים אומר גאנגה yatra functionalxpress,1.0
through our vote ensure govt need and deserve anupam kher responds modis vote kar appeal for the 2019 elections via namo app  ,באמצעות ההצבעה שלנו להבטיח צורך Govt ומגיע לי anupam Kher מגיב ערעור modis קאר עבור 2019 בחירות באמצעות אפליקציות Namo,2.0
none modis family member got any benefit for being pms relative but mamta banerjees family taking full advantage her positionthis the reason people support modi for being truly honest leader unlike maha milavat gathbandhan  ,"לאף בן משפחה מודיס אין שום תועלת להיות קרוב משפחה אבל משפחת מאמטה בנרג'י מנצלת את עמדתה. זו הסיבה שאנשים תומכים במודי על היותו מנהיג ישר באמת, שלא כמו מהה מילוואט גטבנדאן.",1.0
modi exposed its own army india joke,מודי חשפה בדיחת צבא הודו משלה.,1.0
dont have any idea indian politics parties but chokidar modi not doing well,"אין לי מושג על מסיבות פוליטיקה אינדיאניות, אבל מצב הרוח של השוקידר לא טוב.",2.0
get chance interact with shri narendra modi directly the event held 31st march 2019 5pm register now ,קבל אינטראקציה מקרית עם שרי Narendra modi ישירות האירוע נערך 31 מרץ 2019 5pm להירשם עכשיו,1.0
sure will defeat make modi real chiwkidar who stays the streets order make him realise the fate true chowkidar ,בטוח יהיה להביס להפוך chiwkidar אמיתי modi שנשאר ברחובות סדר לגרום לו להבין את הגורל צ'וקידר אמיתי,1.0
iaf inducted new helicopter ch47f chinook this complete failure modi that completed this procurement without doing any corruption,Iaf יזם מסוק חדש CH47f chinook modi כישלון מוחלט זה שהשלים את הרכש הזה בלי לעשות כל שחיתות,0.0
modi from tea seller shirt seller,MODI ממוכר חולצות מוכר תה,2.0
one should praise haxinda ardern for showing sympathy when many like modi and bill maher didnt even bother tweet christchurch attack,אחד צריך לשבח את הקסינדה ארדרן על הפגנת אהדה כאשר רבים כמו מודי וביל מאהר אפילו לא טרחו לצייץ את מתקפת כריסטצ'רץ',1.0
strongly believe you have become power hungry psycho now you are obsessed with modi that all you think about him cant you work for delhi why still not clean why not like london you promised kuch kar nahi sakte utar kyu nahi jaate,כל מה שאתה חושב עליו אתה לא יכול לעבוד עבור delhi למה עדיין לא לנקות למה לא כמו לונדון שהבטחת Kuch Kar nahi sakte utar kyu Nahijaate,0.0
and also about modi,וגם על מודי.,2.0
well ’ not about modi ’ about indian armed forces trust our forcesmodi will come will forces will remain,"ובכן, לא על מודי, על כוחות צבא אינדיאנים, סמוך על כוחותינו, כוחותינו יישארו.",2.0
narendra modi prime minister has priorities for development publicity and propaganda his only agenda unlike modi rahul cares equally for the youth women small businesses and the farmers ,"לראש הממשלה של נרנדרה מודי יש סדר עדיפויות לפיתוח פרסום ותעמולה, סדר היום היחיד שלו, בניגוד למודי רהול, אכפת באותה מידה מהנשים הצעירות, עסקים קטנים והחקלאים.",0.0
dont worry modi there for another yrs think after yrs till then chill,"אל תדאג בקשר לעוד אחד, תחשוב אחרי yrs עד אז תירגע",2.0
"farrukh why cant sonia rahul fight from varansi gandhinagar they are sure defeating modi shah anywhere anytime 
how ridiculous cud you ",Farrukh למה לא יכול סוניה RahuI להילחם מ Varansi Gandhinagar הם בטוחים להביס modi השאה בכל מקום בכל פעם כמה מגוחך cud אתה,1.0
have you ever answered any anonymous call pretending doing some survey for pre polls party support base you answered ivr that you support vote for modi bjp suspect something fishy behind and cause for this disappearance names,האם אי פעם ענית לכל שיחה אנונימית מעמיד פנים עושה סקר עבור בסיס תמיכה לפני סקרים ענית IVr שאתה תומך להצביע עבור MODI BJP חשוד משהו חשוד מאחורי וסיבה לשמות היעלמות זה,0.0
"
worlds first modithemed cafe tamil nadu shalinilobo93
more videos ",עולמות הראשונים מוקצים קפה tamil nadu Shalinlobo93 יותר קטעי וידאו,1.0
new low politics under modi this not happen years,פוליטיקה שפלה חדשה תחת מודי זה לא קורה שנים,1.0
and techie arrested for shouting modi modi bangalore,וטכנאי נעצר על צעקות modi modi Bangalore,2.0
abe gadhe tiwari modi himself the biggest campaigner indian political history needs her good for her she joins bjp nothing more ,Abe gadhe tiwari modi עצמו הקמפיין הגדול ביותר ההיסטוריה הפוליטית ההודית זקוקה לה טוב בשבילה היא מצטרפת BJP לא יותר,1.0
"
the debit card introduced govt people banks are under loss people are stopped putting money they wanted tax people the name service digital india started very loss for poor people they brought misery one the utter flop modi govt",כרטיס החיוב שהוצגו בבנקים נמצאים תחת אובדן אנשים הפסיקו לשים כסף הם רצו אנשי מסים שירות השם הודו הדיגיטלית התחיל אובדן מאוד לאנשים עניים הם הביאו אומללות אחד הכישלון המוחלט MODI GOVT,0.0
chowkidar apologises after several fall ill stampedelike situation rally ,צ'וקידר מתנצל לאחר כמה עצרת מצב חולה בהלה חולה,0.0
yesterday some bjp leader commented rahul should marry sapna shes joining congress now shes with bjp modi marrying her now,אתמול איזה מנהיג בי.ג'י.פי אמר שרהול צריך להתחתן עם SAPNA שהיא מצטרפת לקונגרס עכשיו היא עם bjp modi מתחתן איתה עכשיו,2.0
rajat sharma nothing but manager bjp and modi just ask nonesense questions and laugh out answers never questions public issues,ראג'אט שארמה כלום חוץ מהמנהל בי.ג'י.פי ומודי רק שואלים שאלות חסרות היגיון וצוחקים תשובות לעולם אל תשאל שאלות ציבוריות,1.0
why she calling modi shampoo boy and patel status gujarat church kerala ,למה היא קוראת לילד שמפו modi וPatel סטטוס Gujarat הכנסייה Kerala,2.0
count the flags and this mahagathbandhan with common agenda against modi without any consesus there candidate common vision policy programme but dushman dushman dost  ,לספור את הדגלים ואת המהגאת'בנדאן הזה עם סדר יום משותף נגד מודי ללא כל conssus יש תכנית מדיניות חזון משותפת מועמד אבל דושמן דושמן דוסט,0.0
modi great ,MODI גדול,1.0
kcr will any extent support ysrcp with orders from narendra modiamit shah from bjp bjptrsysrcp wants andhra pradesh their hands,kcr יהיה כל מידה לתמוך ysrcp עם הזמנות מNarendra modiamit shah מ bjp bjprsysrcp רוצה indra pradesh ידיהם,1.0
got one more reason vote for modi this time dont any want any elections just make modi for whole life ,יש לי עוד סיבה אחת להצביע עבור מודי הפעם לא רוצים שום בחירות פשוט לעשות modi לכל החיים,1.0
according law karma vindictive people who out their way hurt others will end broke and alone mrmodi wanted use congress schemes proxy for his own incompetent treacheries heres how even failed read ,על פי אנשי קרמה משפטית נקמניים שמחוץ לדרכם לפגוע באחרים ייגמרו מרוששים ובודדים מרמודי רצה להשתמש במזימות קונגרס פרוקסי עבור הבגידה הלקויה שלו כאן איך אפילו נכשל לקרוא,0.0
whatever our grouses cant stop myself from lauding the sheer greatness the visionary who put this system together 1400 yrs still going string shame our iims harvards who cannot get system work for year best,לא משנה מה בני-הקוייה שלנו לא יכולים לעצור את עצמי מלהלל את גדולתו המוחלטת... בעל החזון שהרכיב את המערכת הזו... 1400 yrs עדיין הולך... בושה ims Harvards שלנו... שלא יכול לקבל עבודת מערכת לשנה הטובה ביותר...,1.0
sad not sure upa sure modi modi modi without doubt,עצוב לא בטוח modi modi בטוח modi modi ללא ספק,0.0
prime minister narendra modi address two election rallies west bengal april firstpost ,ראש הממשלה נרנדרה מודי פונה לשתי עצרת בחירות במערב בנגל בפוסט הראשון של אפריל,2.0
modi will win election for next terms veteran congress leader janardhana poojary veteran ,מודי ינצח בבחירות לתנאים הבאים מנהיג הקונגרס הוותיק ג'נרדהאנה פוג'רי ותיק,1.0
only modi and bjp,MODI בלבד וBJP,2.0
must have meant nirav modi ,בטח התכוון modi nirav,2.0
does better than modi modi had even little understanding would’ have took dissastorous dicission like demonitisation,עושה טוב יותר מאשר modi modi היה אפילו מעט הבנה היה לוקח disastorous dicission כמו דמוניטיסציה,1.0
and this should applicable every govt department including politicianshai modi dum karke dikheyewarna har cheez politics ghusana band kre chor saala,"וזה צריך להתאים לכל מחלקה של גולה""ב, כולל פוליטיקאים עם מודי דאם קארק דיקאיווארנה האר צ'אז, פוליטיקה, ג'וסאנה, להקת קרי-קור-סאלה.",2.0
incarnation narender modi say soul narender modi emergies into vivek oberois body and converted into chalchitra,גלגול נשמות modi אומר נפש narnender modi emergis לתוך גוף Vivek Oberois והומר לצ'לצ'יטרה,2.0
wonder indias industraliat who batted for modi and his governance had high expectations from bring ceo india pre 2014 being reduced mere salesman 2019 ,פלא שבאינדיאס אינדוסטרלית שחבטה במודי ובממשלה שלו היו ציפיות גבוהות מלהביא צ'ו אינדיה לפני 2014 להיות מופחת רק סוכן מכירות 2019,0.0
the code says candidates must not canvass for votes the basis attacking someones religion caste community race even personal abuse rival barred read more ,הקוד אומר שהמועמדים לא צריכים לסקור קולות. הבסיס לתקוף מישהו.,1.0
reallywhat joke plans promises only hate against modi against bjp really need such hateful person love care just and mine philosophy,באמת מה תוכניות בדיחה מבטיחות רק שנאה נגד modi נגד BJP באמת צריך טיפול אהבה אדם כזה שנאה רק והפילוסופיה שלי,0.0
only modi 2019,רק מודי 2019.,2.0
who called india and not “praan jaye par caste jaaye” ,"""שהתקשר להודו ולא לספרן ג'איה (בספרדית:",2.0
same reason modi did with shiv sena even after thakrey called chowkidar chor hai ,מאותה סיבה שמודי עשה עם שיב סינה אפילו אחרי שתקרי קרא לצ'וקידר צ'ור היי,2.0
psus mmtcpec too lost 400 crores nsel scam every indian lost inr jignesh shah with millions chowkidars could not recover anything yrs modi all about marketing not delivery ,Psus mmtcp גם איבד 400 crores nsel הונאת כל אינדיאני איבד inder jignsh shah עם מיליון chowkidars לא יכול לשחזר שום דבר yrs modi כל על שיווק לא משלוח,2.0
still tweet this incident one respected journalist quoted modi “ghar mein ghuss kar marenge” when similar incident happened and the victims were from minority community,עדיין ציוץ אירוע זה עיתונאי מכובד אחד ציטט modi eghar mein ghuss Kar Marengez) כאשר קרה אירוע דומה והקורבנות היו מקהילה מיעוטית,2.0
vote kar appeals everyone during tweetstorm ,"""הצביעו לקאר ערעורים, כולם ב""טוויטר סטורם.""",2.0
happy birthday modi,"יום הולדת שמח, מודי.",1.0
narendra modi prime minister india’ temple elephant’ desperately need help sign the petition via ,Narendra modi ראש הממשלה אינדיאה מקדש פיל ▪ זקוק נואשות לעזרה לחתום על העצומה באמצעות,0.0
modi from gujrat and fights from varanasi,"מודי מ""גוג'ראט"" ונלחם בווראנסי.",2.0
you can see the changes indian economy modi government compared upa ,אתם יכולים לראות את השינויים בכלכלה ההודית בהשוואה לאופה.,2.0
you know npci the govt org behind bhim was founded 2008 but check their website and youll find only stuff that modi championed like rupay cts etc ,אתה יודע npci govt org מאחורי Bhim נוסד 2008 אבל לבדוק את האתר שלהם ואתה תמצא רק דברים כי מודי אלופה כמו rufay cts וכו ',0.0
modi urges noted personalities spread voter awareness times india ,מודי קורא לאישיות ידועה להפיץ מודעות לבוחרים בזמן הודו,2.0
thought after modi became things have become betteri complaining for months response from have made official complaint 1189598 till now nothing months vodafone blackmailing sir have lot fix,"חשבתי שאחרי שמודי הפכה לדברים טובים יותר, תלונות במשך חודשים, מהתלונה הרשמית, 1189598, עד עכשיו, שום דבר חדש שסחטנו, אדוני, לא תיקן הרבה.",0.0
modi’ jan aushadhi store selling jelusil subsided prices doctor make use ,MODIEN JAN Aushadhi חנות מכירת jelusil ירד מחירים רופא לעשות שימוש,2.0
hope people crushed his jaw because shouted modi modi ,"מקווה שאנשים ריסקו לו את הלסת כי צעקו ""מודי מודי מודי""",0.0
voting every citizens right every vote counts vote kar narendra modi appeals everyone during tweetstorm via namo app,הצבעה לכל אזרח נכונה כל הצבעה נחשבת הצבעה קאר Narendra modi ערעורים כולם במהלך tweetstorm באמצעות אפליקציה Namo,1.0
feeling proud such prime minister india modi,מרגיש גאה ראש ממשלה כזה הודו מודי,1.0
boarding pass air india with pics modi ,עלייה למטוס מעבר אווירי הודו עם תמונות modi,2.0
congress trying 2004 strategy have take them back 2014 ground with all fake agenda there antiincumbency against the modi govt modi starts firm ground fix some loss making states and you are through for bigger glory higher range prediction,הקונגרס מנסה אסטרטגיה 2004 יש לקחת אותם בחזרה 2014 קרקע עם כל האג'נדה המזויפת שם נגד המכהנות נגד modi Govt modi מתחיל קרקע מוצקה לתקן כמה מדינות עשיית אובדן ואתה דרך לחיזוי טווח תהילה גדול יותר,0.0
nice love you sir your big fan voter narendra modi,"אני אוהב אותך, אדוני. מצביע המעריצים הגדול שלך, נרנדרה מודי.",1.0
modi government comprehensive strategy for doubling farmers income “ৌ া োী চৰকা“ ,אסטרטגיה מקיפה של ממשלת מודי להכפלת ההכנסה של החקלאים.,2.0
‘ stand for clean politics and opponent doesn’ south mumbai has lost its voice former union minister and mumbai south candidate ,הוא מייצג פוליטיקה נקייה ויריבה שדרום מומבאי איבדה את קולה שר האיגוד לשעבר ומועמדת מומבאי לדרום.,1.0
phenomena trump and modi are completely different says arundhati roy via ,תופעות מנצחות ומודי שונות לחלוטין אומרות שרודהאטי רוי דרך,2.0
this publicity stunt divert from subject modi shameless encash votes his mother why dont take care his mother our modi enjoying luxury life and world tour being ,תעלול הפרסום הזה מסיט מנושא מודי חסר בושה מצביע לאמא שלו למה שלא תשמרי על אמא שלו,1.0
you are bhagirath kalyug gadkari  but ganga more polluted under modi govt inspite spent clean her ,אתה bhagirath kalyug Gadkari אבל ganga מזוהם יותר תחת indi govt Inspite בילה לנקות אותה,1.0
very sad ,עצוב מאוד.,0.0
"lol chalein isi baat khush rahein
btw wanted peace modi wanted revenge got peace couldnt get revenge now wont tweet that failed would has election run but yeah does have double standards you point out your tweet ",Iol Chalein sai baat khein btw רצה שלום modi רצה נקמה קיבל שלום לא יכול לקבל נקמה עכשיו ציוץ שנכשל היה לרוץ בחירות אבל כן יש סטנדרטים כפולים אתה מצביע על הציוץ שלך,1.0
only modi matters,רק מודי חשוב.,2.0
the infamous botiboti imran masood who threatened chop modi into pieces has been given ticket fight for elections saharanpur was absolutely spot when compared him with terrorist masood azhar ,"הבוטיבוטי הידוע לשמצה אימראן מסעוד שאיים לקצוץ את מודי לחתיכות קיבל דו""ח קרב על בחירות סהרהארנפור היה בהחלט נקודה כאשר השווה אותו עם טרור Masood אזאר",0.0
"modi funny video where shows his knowledge watch full video here
",וידאו מצחיק MODI שבו מציג הידע שלו לצפות וידאו מלא כאן,1.0
"real deshbhakt who love respect all 130 crores people india
fake deshbhakt who love only modi
this the difference between deshbhakti modi bhakti",Deshbhakt האמיתי שאוהב לכבד את כל 130 crores אנשים בהודו מזויף deshbhakt שאוהב רק modi זה ההבדל בין deshbhakti modi bhakti,1.0
gujrat stat banne wale modi tablet expire date may 2019 ,gujrat stat banne walle modi Table Played May 2019,2.0
"have lost the battle the entire echosystem media judiciary for them only miracle can save and our daughters
","הם הפסידו בקרב, כל מערכת ההדים, מערכת המשפט שלהם, רק נס יכול להציל, ובנותינו.",2.0
book 150 sub insight sitebjp wins state election trump congratulates modi why ,ספר 150 תובנות תת אתר BJP זוכה בבחירות המדינה מנצח מודי מדוע,1.0
chandrababu naidu calls modi ‘demon’ jds mla wants ‘crush jaws’ modi supporters politics india reaches new low,Chandrababu naidu קורא modi zhundes mds ml רוצה ¿crush מלתעות♫ תומכי MODI פוליטיקה הודו מגיע חדש נמוך,1.0
modi hai mumkin hai indian railways stations are now stunning beyond belief revamped stations that will leave younbspawestruck ,תחנות הרכבת ההודיות של מודי היי מומיקין הן כעת מהממות מעבר לאמונה תחנות משופצות שיעזבו אותך.,1.0
done with deliberate intentions shabana azmi accuses biopic makers veteran actor shabana azmi today hit out the makers the biopic prime minister narendra modi alleging they had intentionally the name her husban… ,עשה עם כוונות מכוון שאבנה אזמי מאשים יוצרי biopic השחקן הוותיק שאבנה אזמי היום הכה את היצרנים ראש הממשלה הביוגרפי Narendra modi alging היה להם בכוונה את השם Husban...,2.0
"good for nothing and incompetent corrupt fake and failure government please dont forget remove fakendra modis corrupt fake and failure governmentएक िे ्् source rangeen duniya via dailyhunt ाउनलो ें
",לא טוב לשום דבר וממשלת זיוף וכישלון מושחתת פסולה בבקשה אל תשכח להסיר modis mondra מזויף מושחת ממשלה מזויפת וכישלון ▪ מקור טווח duniya באמצעות ציד יומי □,0.0
modi went meet nawaz sharif without any invitation had biryani week after modi came back with saree for his mother gifted nawaz lost jawans pathankot terror attack vote modi out ,MODI הלך לפגוש נאוואז שריף ללא כל הזמנה היה שבוע biryani לאחר modi חזר עם סארי לאמו מחוננים Nawaz איבד לסת pathankot פיגוע טרור מדי,1.0
