English Text,Hebrew Text,Sentiment
rajasthan governor kalyan singh aligarh 23rd march all are bjp workers and want the bjp emerge victorious want that once again modi should become the ,"רייג'אסת'ן המושל קייליאן סינגה אליגאר ה-23 במרץ, כולם עובדי בי-ג'יי-פי, ורוצים שהבי-ג'יי-פי יצא מנצח,",2.0
unambiguous analysis rafael why are and pil champ after modi government ,לא ברור ניתוח רפאל למה הם ואלוף פיל אחרי ממשלת מודי,2.0
thanks anu sharma will vote and make sure people know are motivated vote for modi ,תודה לאנו שארמה תצביע ותוודאי שאנשים יודעים שיש להם מוטיבציה להצביע למודי.,1.0
more than billion muslims are not one individual just like all hindus are not genocider modi,"יותר ממיליארד מוסלמים הם לא אדם אחד, בדיוק כמו כל ההינדוס, הם לא מודי רצחני.",1.0
boss you have expressed your views several times over the past few months with heavy heartbut vote with the same heart jara heart halka karo,"בוס, הבעת את דעותיך מספר פעמים בחודשים האחרונים עם קולות כבדים, אבל עם אותו לב, הלב של ג'ארה לוקה קארו,",0.0
five years ago people voted for modi they will now wear namo tshirts and vote for him again ,"לפני חמש שנים, אנשים הצביעו בעד מודי, הם עכשיו ילבשו חולצות נאמו ויצביעו לו שוב.",2.0
many brahmins have become chowkidhars ,הרבה ברהמינים הפכו לצ'אוקידארים.,1.0
you can through the subject female dietyit shows how dominant females areso point rights when already are dominant rest the misogynistic crap cooked chauvinistic males ,"אתם יכולים לעבור דרך הנבדקת דיטייט, זה מראה כמה דומיננטיות הן כל כך נקודות זכות כשהן כבר שולטות במנוחה, הזבל המוזיגיניסטי שמבשלים זכרים שוביניסטיים.",0.0
this shows that modi lie hatred itna hai political parties pakistan mil jaenge,זה מראה שמודי משקרת שונאת את המפלגות הפוליטיות של איטה היי פקיסטאן מיל ג'אנג,2.0
renowned lyricist not happy with the clarificationclick here know why  ,ליריקאי מפורסם לא מרוצה מההבהרה כאן יודע למה,0.0
lies modi exposed with facts,שקרים מודי נחשף עם עובדות,2.0
"worlds biggest electric car manufacturer confirms will enter india 2019 ceo founder tesla motors confirmed this today
will one the biggest make india success for modi ",יצרני המכוניות החשמליות הגדולים בעולם מאשרים שיכנסו להודו 2019 מייסד חברת התעופה טסלה מוטורס אישר זאת היום,1.0
why cant write one single tweet without blaming modi,למה אי אפשר לכתוב ציוץ אחד מבלי להאשים את מודי?,0.0
and mrs koppalatota for namo again walk for namo again@ park mathikere bangalore last saturday many people were joining our team showed their enthusiasm for narendra modi our prime minister again ,וגברת קופלאטוטה לנאמו שוב צועדת עבור נאמו @ פרק מת'מייקר בנגאלור בשבת שעברה הרבה אנשים הצטרפו לצוות שלנו הראו שוב את התלהבותם עבור נרנדרה מודי ראש הממשלה שלנו,1.0
grace congress pays cost for not having coalition congress bhai yeh modi met thopana ,הקונגרס של גרייס משלם על כך שאין לו קואליציה של הקונגרס בהאיה מודי פגש את טופאנה.,2.0
stop comparing bigot mass murderer modi with someone like imran khan,תפסיק להשוות בין רוצח המונים קנאי לבין מישהו כמו אימראן קאן.,2.0
modi urges noted personalities spread voter awareness via namo app ,מודי קורא לאישיויות ידועות להפיץ מודעות לבוחרים באמצעות אפליקציית נמו,2.0
does this happen islam,האם זה קורה איסלאם,2.0
yes and its always modi funny guy,"כן, והוא תמיד מצחיק מאוד.",1.0
she right modi keeping watch these rich and corrupt family and their followers,היא צודקת. היא שומרת על המשפחה העשירה והמושחתת הזאת ועל החסידים שלהם.,1.0
what happened after modi took off his mic during karan thapar’ famous via ,מה שקרה אחרי שמודי הסיר את המיקרופון שלו במהלך הקאראן ת'פארה המפורסם דרך,1.0
modi urges noted personalities spread voter awareness times india via ,מודי קורא לאישיות ידועה להפיץ את זמני המודעות לבוחרים בהודו דרך,2.0
"modi real other fake
","מודי, זיוף אחר אמיתי.",0.0
true but hve also reaffirmed voting allegience each time,"נכון, אבל גם אישר הצבעה בכל פעם.",1.0
very true sir thats why they are against modi sir alliance created for scams and corruption,"נכון מאוד, אדוני. זו הסיבה שהם נגד מודי. הברית שנוצרה עבור הונאות ושחיתות.",1.0
one vote can make all the difference anil kapoor answers modis election 2019 clarion call extends support his vote kar campaign via namo app ,קול אחד יכול לעשות את כל ההבדל אניל קאפור עונה לבחירות 2019. שיחת ההבהרה מרחיבת את תמיכתו במסע הבחירות של קאר באמצעות אפליקציית נמו.,2.0
raghuram rajan sent list high profile bank fraudsters modi early months his office and thereafter some reminders but modi failed act and why narendra modis campaign sheer hypocrisy ,"רגהורם רייג'ן שלח רשימה של נוכלי בנק בעלי פרופיל גבוה ממשרדו, ולאחר מכן כמה תזכורות, אך מודי נכשלו, ומדוע מסע הבחירות של נרנדרה מודיס היה צבוע לחלוטין.",0.0
ratan tata lavishes praise says will deliver ,רטאן טטה משבח אומר שיספק,2.0
thanks much for endorsing the best qualities modi  ,תודה רבה על התמיכה בתכונות הטובות ביותר.,1.0
"tag this fast growing youtuber cared abt this country thatacc him modi destroying democracyhe blind folded other politicians looks good bad bad good
sarcasm",לתייג את זה מהר גדל ליוטוב היה אכפת מהמדינה הזאת שמגבילה אותו להרוס את הדמוקרטיה הוא עיוור קיפל פוליטיקאים אחרים נראה טוב עוקצנות רעה,0.0
since modi came power why always feel that rahul gandhi always mute mean just cant hear him ,מאז שמודי בא כוח למה תמיד מרגיש שרהול גנדי תמיד אילם אומר פשוט לא יכול לשמוע אותו,0.0
governor kalyan singh aligarh 23rd march all are workers and want the bjp emerge victorious want that once again modi should become the important for the country ,המושלת קייליאן סינגה אליגאר 23 צעדה כולם עובדים ורוצים שהבי.ג'יי.פי יגיח כמנצח רוצה ששוב מודי תהיה החשובה עבור המדינה,1.0
after going thru all the comedy speeches shri rahul gandhii have come conclusion that his competitor not modi its rakhi sawant self obsessed cannot compare with kapil sharma far better comedian the shri rahul gandhi,אחרי כל הנאומים הקומיים שרי רהול גנדי הגיע למסקנה שהמתחרה שלו לא מודי עצמו הראקהי לא יכול להשתוות לקאפיל שארמה קומיקאי הרבה יותר טוב מהשרי רהול גנדי,1.0
"from the sanitation campaign run modi
affected jai bhagwan goyal shahdara and the north eastern
launched cleanliness campaign several places delhi",מקמפיין התברואה מודי השפיע על ג'אי בגוואן גויאל חדארה והמזרח הצפוני פתחו במסע ניקיון מספר מקומות בדלהי,2.0
why shud convince mat bhaai vote modi will convert mote voters same time namo than convincing opportunist what say sir,"למה אתה צריך לשכנע את מאט בהאי להצביע לבוחרים באותו זמן, ולא לשכנע אופורטוניסט, מה אומר המפקד?",1.0
must read ,חייב לקרוא,2.0
"that modi should not the utmost importance here
ाेशबचा",שמודי לא צריך להיות בעל חשיבות עליונה כאן.,2.0
whats with bollywood and congress why are they promoting mediocrity the forefront common people deserve something better dont ,מה עם בוליווד וקונגרס למה הם מקדמים בינוניות לאנשים הפשוטים בחזית מגיע משהו טוב יותר לא,2.0
 never vote for modi,לעולם אל תצביעי למודי.,2.0
want see our country becoming superpower thn just vote for only strong govt political will can make our country superpower modi his political will power that will take our country lot forward isliye india ,"רוצים לראות את המדינה שלנו הופכת למעצמת-על. פשוט תצביעו רק למען כוח-העל הפוליטי החזק שיכול להפוך את מדינתנו לכוח הרצון הפוליטי שלו שייקח את מדינתנו קדימה, איסליה הודו.",1.0
congress needs alliance counter modi’ reliance,הקונגרס זקוק לברית נגד הסתמכות.,2.0
pledge your first vote for modi ,הבטח את הקול הראשון שלך למודי.,1.0
congress rule enables chaiwalanow chowkidar they didnt allow hatredrss grow how cud modi become the way mind has shrunk there many things that congress has made today all using including the independence,חוק הקונגרס מאפשר לצ'איוואלאנו צ'וקידר הם לא איפשרו לשונאים לגדול איך גוד מודי הפך לדרך שבה המוח הצטמק שם הרבה דברים שהקונגרס עשה היום,1.0
"due automation and artificial intelligence further job will decrease for sure irrespective any govt
modi focus start will bring more job and self employment","עבודה נוספת של אוטומציה ובינה מלאכותית, תפחת, ללא ספק, ללא קשר, כל מיקוד של מו""ל, יביא יותר עבודה ותעסוקה עצמית.",1.0
adani upadhyay later middle man who introduced adani modi long back ,אדאני למעלה מאוחר יותר מתווך שהציג את אדיני מודי לפני זמן רב,0.0
anti trying use facts and logic sway the masses are way off base because the electoral base swayed and hatred minorities ,אנטי מנסה להשתמש בעובדות והיגיון להשפיע ההמונים הם בדרך מחוץ לבסיס כי הבסיס האלקטורלי התנדנד ושנאה מיעוטים,0.0
why modi’ chowkidar campaign nonstarter ,למה מסע הבחירות של מודי צ'וקידר לא התחיל?,2.0
gujrat model failure and modi lied ,הכשלון במודל של גוג'ראט ומודי שיקרו.,0.0
modi while preparing manifesto include some relief for tax payers high way toll tax current situation for tax payers like double taxation,"בעוד הכנת מניפסט כוללת הקלה כלשהי למשלמי המסים בדרך הגבוהה ביותר, גובה המסים הנוכחיים במצב של משלם המסים, כמו מיסוי כפול.",1.0
"salman khan good actor
great jokehe relation with acting like modis relation with usmuslims",סלמן קאן שחקן טוב. בדיחה נהדרת.,1.0
this hindutva terrorism enjoys the tacit support the modi government overwhelming majority antimuslim lynchings have occurred since 2014 with many attackers acquittedbrutality aginst muslim families india ,"הטרור ההינדוטבי הזה נהנה מהתמיכה השקטה בממשלת מודי, לינצ'ים אנטי-מוסלמיים רבים התרחשו מאז 2014, עם תוקפים רבים שזוכו מאשמה, משפחות מוסלמיות בהודו.",1.0
why modi have not held single press conference why can’ speak and answer the questions why only false speeches public conference this not what looking forward our prime minister  ,למה מודי לא קיימה מסיבת עיתונאים אחת למה הוא יכול לדבר ולענות על השאלות למה רק נאומים כוזבים בכנס ציבורי זה לא מה שמצפה לראש הממשלה שלנו,0.0
trump lets make america great lets make china superpower modi lets make everyone ,טראמפ מאפשר להפוך את אמריקה לנהדרת בואו נהפוך את סין למעצמת-על לתת לכולם,1.0
"you tolerated whole india for years you tolerated the poor
you tolerated other religions just supported one
you even tolerated your own party members
and the most you tolerated the nation and questioned the indian army and you are talking about tolerance ",אתה סבלת את כל הודו במשך שנים אתה סבלת את העניים אתה סבלת דתות אחרות רק תמך אחד אתה אפילו סבלת חברי המפלגה שלך ואת רוב סבלת את האומה ופקפקת הצבא ההודי ואתה מדבר על סובלנות,1.0
remember bjp hindu party and they are moving very cautiously that there turmoil major proportion topple development agenda,זכרו את מסיבת הבי.ג'י.פי הינדית והם נעים בזהירות רבה,1.0
fools and inexperienced are damaging more and ruling lessmodi hatao and india bachao ,טיפשים וחסרי ניסיון פוגעים יותר ובפחות מודי האטאו ובהודיה בצ'או.,1.0
see the lutyen and his anti modi mindset,לראות את הלוטיאן ואת הלך הרוח האנטי-מודי שלו.,2.0
the arrest nirav modi and the rule law ,מעצר ניראב מודי וחוק החוקים.,0.0
deram make new india and make our country super power world but all this politceants congresssp aapjds agenda the election stop modi they dont have any agend development then why you guys vote them ,"דרם עושה הודו חדשה והופך את מדינתנו לעולם של כוח-על, אבל כל הפוליטיקאים האלה, הקונגרסים של ארה""ב, סדר היום של הבחירות, לעצור את מודי, אין להם שום התפתחות גילית, אז למה אתם מצביעים להם?",1.0
country like india where youth and peoples are thinking about rise above and growth our modi spreading idea selling pakoda and becoming chowkidar definitly has distressed many peoples,ארץ כמו הודו שבה צעירים ועמים חושבים על להתעלות ולגדל את הרעיון המודי שלנו להפיץ את הרעיון למכור פקודה ולהפוך לצ'וקידר באופן מוחלט העציב אנשים רבים,1.0
deserves punishment for his hate speeches ,ראוי לעונש על נאומי השנאה שלו.,0.0
"indian has already win modi completed triple century
all chamcha contribute less than one century","האינדיאנים כבר ניצחו את מודי, סיימו את המאה המשולשת, כל הצ'מצ'ה תורמים פחות ממאה שנה.",1.0
this what has led global rise and why discontent fanned social media giving impetus populist leaders brilliant essay the london school economics ,זה מה שהוביל לעלייה גלובלית ולמה לא מרוצה מדיה חברתית מתן מנהיגים פופוליסטים מעוררי דחף חיבור מבריק כלכלת בית הספר בלונדון,1.0
gaali politics returns now andhra pradesh chandrababu naidu calls narendra modi quotdemonquot looks demon for all corrupt gaddar netas,"הפוליטיקה הגאלית חוזרת עכשיו, והרה פראדאש צ'נדראבו נאידו קוראת לנאנדרה מודי-דומדאם-קוטו נראה שד עבור כל רשתות הגדר המושחתות.",0.0
dont worry minister indian muslims are developed much better life live standard life than pakistan you dont fear for modi your cheap tweet about our government,"אל תדאג, השר ההודי המוסלמים מפותחים הרבה יותר טוב מהחיים הסטנדרטיים מאשר פקיסטאן. אתה לא חושש מודי. הציוץ הזול שלך על הממשלה שלנו.",1.0
why pakistan crying name modi every day how nations support india airstrike why was not after 2611 why there was electrification thousands villages after independence how indian economy became 6th largest economy world years,למה פקיסטאן קוראת בשם מודי כל יום איך מדינות תומכות בתקיפה אווירית בהודו למה לא אחרי 2611 למה היה חשמל אלפי כפרים לאחר עצמאות איך הכלכלה ההודית הפכה ל-6 שנות הכלכלה הגדולות בעולם,0.0
kamal haasan takes chowkidar modi kamal haasan modi rich mans guard stopping poor people from entering,כמאל חסן לוקח צ'וקידר מודי כמאל חאסאן מודי שומר עשיר עוצר אנשים עניים מלהכנס,0.0
its ⁦ versus faceless opposition polls says ⁦ ⁦ ⁦ ,"לפי סקרי האופוזיציה חסרי הפנים,",2.0
very true modi govfailed provide employment,"נכון מאוד, מודי מוכשל מספק תעסוקה.",1.0
have changed profile picture add strength the movement appeal each one you join prime minister modi this endeavour ,שינוי תמונת הפרופיל מוסיף כוח התנועה ערעור כל אחד אתה מצטרף לראש הממשלה מודי מאמץ זה,2.0
dear governorani can you let the people indian how much rbi has has given modi govt during last five years please inform the outcome demonetization amt circulation howmuch 5001000 notes and deposited with rbihow much fake currency detectedbenifit nation ,"המושל היקר, אתה יכול לתת לאנשים ההודים כמה רב""י נתן למודי גוו""ט בחמש השנים האחרונות, בבקשה תודיע לתוצאה של תפוצת דמוניזציה, כמה 5001000 תווים והפקדה עם רבי כמה כסף מזויף זוהתה האומה?",0.0
modi pls come karnataka show the power youths campaigning you pls come  ೀ್ಂ್ೆ28ಕ್ೆ,"בוא קרנטקה, תראה את הכוח שצעירים מנהלים עבורך.",2.0
had drawn iterinary tour ram temple sardar patel statue chatrapati shivaji museum pune etc last year not yet sure this life time will able realise ,"הוא צייר סיבוב הופעות אינרי, איל, מקדש סארדר פאטל, פסלים, 'צ'טרפטי, מוזיאון שיוואג'י וכו. עדיין לא בטוח שזמן החיים הזה יוכל להבין.",1.0
better example that this namak harami you say anything modi that’ fine some extent but supporting the one who shouts for dividing india seriously raises question regarding your fundings and your conscience ,"דוגמה טובה יותר לכך שהנאמק האראמי הזה, שאתה אומר כל דבר שהוא דק במידה מסוימת, אבל לתמוך באדם שצועק על חלוקת הודו, מעלה שאלה רצינית בנוגע למימון שלך ולמצפון שלך.",1.0
governance under the bjp has become circus there ringmaster but there are lions tigers the whip cracked lambs and rabbitsthere are course enough clowns who will say that there will elections after 2019 via ,ממשל תחת הבי.ג'י.פי הפך לקרקס שם מנהל הזירה אבל יש אריות טיגריסים שהשוט סדוקים כבשים וארנבים יש כמובן מספיק ליצנים שיגידו שיהיו בחירות אחרי 2019 דרך,2.0
modimodii will say this 1000 times that slave hdd has guts come slap will show him the hell,מודימודי יגיד את זה אלף פעמים שלעבד יש אומץ לבוא סטירה תראה לו את הגיהינום,2.0
tulsi gabbard rejected interviews with tyt but chats with tucker carlson tucker carlson one the world’ most prominent white nationalist propagandists she also supports drone strikes torture and supports modi assad and other genocidal monsters she’ leftist,"טולסי גבארד דחתה ראיונות עם טייט, אבל צ'אטים עם טאקר קרלסון קארלסון, אחד העולם.",1.0
vote for modi vote for better future ,הצביעו למודי בעד עתיד טוב יותר.,1.0
arvind why you are fearing modi saab,למה אתה מפחד ממודי-סאאב?,2.0
indian movie producers are desperate that they produce narendra modis biopic even before end his career politics now think that taimurs biopic not far ,"מפיקי סרטים אינדיאנים נואשים שהם מייצרים סרט ביוגרפי של נרנדרה עוד לפני שסיים את הקריירה שלו, עכשיו חושבים שטימורס ביופיק לא רחוק.",0.0
best wishes for 2019 election wish from god you will win huge number vote india need leader like and also party like bjp and sri modi again prime minister india may thursday 2019,"איחולים ל-2019, משאלות בחירות מאלוהים, תזכו במספר עצום של קולות אינדיה, זקוקים למנהיגים כמו, וגם לחגוג כמו בי.ג'י.פי. ו-ס.ר.י. מודי שוב, ראש ממשלת הודו, אולי יום חמישי 2019.",1.0
sir one request why bjp candidate contesting from mandya felt very bad that not voting first time from last year voting mandya also have huge modi fans you could have put candidate from mandya,"אדוני, בקשה אחת מדוע מועמד בי.ג'יי.פי שמתמודד עם מנדיה הרגיש רע מאוד שלא להצביע בפעם הראשונה מהשנה שעברה, להצבעה למנדיה יש גם מעריצי מודי ענקיים שיכולת לשים מועמד ממנדיה.",0.0
public toilet near kanagadurga temple nizampeteaten money given modi govtcheater,"שירותים ציבוריים ליד מקדש קנגאדגה, כסף ניזמפטאטן שניתן למודי גובצ'ייטר.",1.0
wat about chindi modi wen saya vanakkam puddhucherry wen asked about the women safety india ,על צ'ינדי מודי וון אומר ואנאקאם פודהכרי וון שאל על הנשים בהודו הבטוחה,2.0
indias rupee goes from asias worst bestperforming currency just five weeks via ,אינדיאס רופי עובר מאסיה המטבע הכי גרוע ביצוע רק חמישה שבועות באמצעות,0.0
very true but congis will start campaign that modi scared best for him fight from whichever second seat prefers contestor let smritiji contest against wayanad elsewhere,"נכון מאוד, אבל הקונג'יס יתחיל בקמפיין שמודי פחד הכי טוב עבורו להילחם מכל מושב שני שמעדיף מתחרה, תן לסמריטיג'י להתחרות נגד ויידנאד במקום אחר.",1.0
the cow vigilantism and moral policing minus any real growth has put off many supporters who thought modi could actually bring about change the only change cows are more important than humans soon the country will only have cows best luck running with cow janta,השמרנות של הפרה והמשטרה המוסרית פחות כל גידול אמיתי דחה תומכים רבים שחשבו שמודי באמת יכול להביא לשינוי,1.0
"before modis arrival 2014 all supported him for better india and all know what got last years
party will change and will change and problems the common people will remain same
every vote and every election lesson","לפני בואה של מודיס 2014, כולם תמכו בו לטובת הודו, וכולם יודעים שמה שהפך למסיבה של השנים האחרונות ישתנה וישתנו ובעיות, פשוטי העם יישארו אותו הדבר, כל קול וכל שיעור בחירות.",1.0
from selling dreams 2014 selling tshirts 2019 modi sure has come long way,ממכירת חלומות 2014 מכירת חולצות 2019 מודי בטוח כברת דרך ארוכה,1.0
the modi govt failure what you call the congress govts minus raos the rest them including vajpayees disgrace india,"הכשלון המודי-גווט, מה שאתם מכנים ""הקונגרס"" פחות ""ראו"" את השאר, כולל ""ואג'פייז,"" בושה להודו.",0.0
not forgiveness terrible irresponsibility immaturity and abdication duty you cant just forgive rapist killer there reason why they are punished larger implication for humanity too btw when forgiving modi for defeating him,"לא מחילה על חוסר אחריות נוראי, חוסר אחריות, ותפקיד ההתפטרות, אתה לא יכול פשוט לסלוח לרוצח אנסים, יש סיבה לכך שהם נענשים על השלכות גדולות יותר על האנושות, גם כן, כאשר סלחנות על כך שהבסת אותו.",0.0
yes but how people think its modi alone doesnot make any sense bjp has almost alliance partners right now bjp expert setting fake narratives,"כן, אבל איך אנשים חושבים שהמודי שלו לבדו לא הגיוני שלבי.ג'יי.פי יש כמעט שותפים בברית כרגע, מומחה לבי.ג'י.פי שממציא נרטיבים מזויפים.",0.0
would better you ask about credible intellectual opposing modis record that would more fun ,עדיף שתשאלי על תיעוד אינטלקטואלי אמין נגד מודיס שיהיה יותר כיף,1.0
"has the bjp hit the right note its choice symbol for political messaging there difference between chowkidari and leadership
",האם הבי.ג'י.פי הגיע לתו הנכון. סמל הבחירה שלו להודעות פוליטיות שם. הבדל בין צ'אוקידארי להנהגה.,1.0
not worried vote worried about modi also take care licking abilities modi not paying attention you can become next smriti ,"אני לא מודאג מההצבעה, אני חושש שמאודי גם ילקק את היכולות שלו ולא ישים לב, אתה יכול להיות הסמריטי הבא.",2.0
pakistan girls can wear whatever they want but they cant roam streets,בנות פקיסטניות יכולות ללבוש מה שהן רוצות אבל הן לא יכולות לשוטט ברחובות,2.0
yes agree but should narender modi phir ,"כן, אני מסכים, אבל אם ננדר מודי פיר,",2.0
yes cannot make any knee jerk moves drastic action even after has 100 legal the parliment and via pleas ammendments with ratification via courts but art minority has addressed make majority also part parcel our rights,כן לא יכול לעשות כל אידיוט ברך נע פעולה דרסטית גם לאחר יש 100 חוקי ההפרדה ודרך ערעורים עם אישור באמצעות בתי משפט אבל מיעוט אמנות פנה להפוך את הרוב גם חלק חבילה זכויותינו,1.0
many matters national objecftives requiring serious remaining why modi and rahul after the trivial chowkidar issue political statndards are declining below substandard level,הרבה עניינים לאומיים מחייבים להישאר רציני למה מודי ורהול אחרי הסטטיסטיקה הפוליטית של סוגיית צ'וקידר,1.0
congress star campaigner attack tshirt seller shows they issue raise against modi government,איש מסע הבחירות של הקונגרס מראה שהם מוציאים צו נגד ממשלת מודי.,2.0
chowkidar modi will ensure cases opened with accused get prosecuted all legal hurdle settled for prosecution with illegal money returned govt kitty which ensures windfall revenue govt all crooks are joining together safeguard illegal wealth which modi take,"צ'וקידר מודי יוודא שהתיקים ייפתחו עם הנאשם יועמדו לדין, כל המשוכות החוקיות ייושבו על תביעה עם כסף לא חוקי, עם כסף שהוחזר, גובאט קיטי, אשר מבטיח שכל הנוכלים יצטרפו יחד, כדי להגן על עושר בלתי חוקי.",0.0
must vote for modi ,חייב להצביע למודי.,2.0
"mam praying for his speedy recovery and let know what way can support help regards
modi bhakt rashtra bhakt
keeping aside difference opinion when life individual stakeculture matters",אמא מתפללת להחלמה המהירה שלו ותודיעי איך זה יכול לעזור לגבי מודי בהאקט פריפטרה בהאקט,2.0
imran khan has already acted modi will never act please stop trying equate the two they are not same and will never same,אימראן חאן כבר פעל מודי לעולם לא יפעל בבקשה להפסיק לנסות להשוות את השניים שהם לא אותו הדבר ולעולם לא יהיה אותו הדבר,2.0
called secular leaders will reply like that why the priest was disturbing peace area praising modi praising modi was attack peace loving noora ali priest should arrested charges disturbing peace ्ों ी ै ,"""מנהיגים חילוניים יענו כך, ""מדוע הכומר הטריד את אזור השלום, ""מהלל את מודי, ""התקוף את ""נורה אלי, הכומר אוהב השלום, צריך לעצור אישומים מטרידים לשלום.""",0.0
the practice sati johar etc gained prominence only after mughal invasions ignore the porki shameless people brutal rapes conversion polygamy halala fgm burqa marrying into their relatives dont waste your time,"'התרגול סאטי ג'וחאר וכו זכה לגדולה רק לאחר שפלישות דו-פרצופיות התעלמו מהנאסים האכזריים של חזירי-החזירים, אונסים אכזריים, המרת הפוליגמיה הלה-פאגם בורקה, נישאת לקרוביהם, אל תבזבזי את זמנך.",0.0
another one who expects defeat modi without contesting election join the growing list hopefuls ,עוד אחד שמצפה להביס את מודי מבלי לערער על בחירות להצטרף לרשימה הגדלה תקווה,2.0
jai hind modi very nice thought,"ג'יי הינדי מודי, מחשבה יפה מאוד.",1.0
neither junior modi nor senior modi can take unscripted questions ,לא מודי זוטר ולא מודי בכיר יכול לקחת שאלות ללא מרשם,2.0
this campaign low hanging fruit seems giving free publicity and brownie points modi champion democracy raga camp had put into some effort they could have done something similar,"נראה שהקמפיין הזה נותן פרסום חינם, ו""בראוני פוינטס,"" אלוף הדמוקרטיה, מחנה ראגה, השקיעו מאמצים שהם יכלו לעשות משהו דומה.",1.0
must read final days modi government adani project jharkhand becomes indias first power sector sez via ,אני חייב לקרוא את הימים האחרונים מודי הממשלה פרויקט ג'ארקהנד הופך להודיה מגזר הכוח הראשון דרך,1.0
last thing indians needed keep going modi ,הדבר האחרון שהאינדיאנים היו צריכים זה להמשיך.,2.0
documents reveal modi and javadekars war indias environment huffpost india ,מסמכים חושפים מצב רוח וג'בדקרס. מלחמת הודו.,2.0
after ‘modi removed your name from voter list’ aap allegedly calls people pretending radio channel via ,"אחרי שמודי הסיר את שמך מרשימת הבוחרים, אאפ לכאורה קורא לאנשים שמעמידים פנים שערוץ רדיו באמצעות",0.0
guys you don’ have any reason vote then please read and understand this you got reason vote for modi save yourself from this horrible unimaginable nightmare ,"חבר'ה, אין לכם שום סיבה להצביע, אז בבקשה תקראו ותבינו שיש לכם סיבה להצביע בעד מודי, תצילו את עצמכם מהסיוט הנורא והבלתי נתפס הזה.",0.0
modi has crippled economy destroyed jobs far from creating new jobs has fact destroyed jobs crore jobs have been destroyed him ,"כלכלה פגומה הרסה מקומות עבודה הרחק מיצירת מקומות עבודה חדשים, עובדה שהרסה עבודות בקרובר, השמידה אותו.",1.0
schopenhauer foretold about renaissance india hindu nation and its influence under modi leadership foretold that its influence would momentous europe when became well known the revival greek and latin culture after the dark ages ,"שופנהאואר ניבא על רנסאנס בהינדית, ועל השפעתה תחת מנהיגות מודי, אשר ניבאה כי השפעתה תהיה חשובה באירופה, כאשר נודעה היטב התרבות היוונית והלטינית לאחר ימי הביניים.",0.0
’ bastion says even ‘netaji’ ⁦ wants ⁦ again ⁦ ⁦ ,כתוב במצולות שאפילו נטאג'י רוצה שוב □,1.0
curious case congress porkistan both have similarity when comes burning like hell self affliction far hate modi policy concerned now the pertinent point apna chowkidar kuch sahi kar raha hoga have rattled both the entities ,"לקונגרס פיגיסטן המוזר יש דמיון כאשר מגיע לבעור כמו מכאוב עצמי גיהנום, הרחק שונא את מדיניות המודי. עכשיו הנקודה הרלוונטית, צ'אוקידר, קהי קארה רההה הוגה, זעזעה את שתי הישויות.",0.0
"must always talk language that our detractors understand
the tried show solidarity with jihadi victims now they offering her option convert",חייבים תמיד לדבר בשפה שהמעריצים שלנו מבינים את הניסיון להראות סולידריות עם קורבנות ג'יהאד עכשיו הם מציעים לה אופציה להמיר,2.0
well used the income for his survival and modi make marketing propaganda can you feel the difference,הוא השתמש היטב בהכנסה להישרדותו ובמודי כדי ליצור תעמולה שיווקית. אתה יכול להרגיש את ההבדל?,0.0
modi will remain for next 510 years and till the time opposition get develop strong leader like him their rank and file ,"מודי יישאר ל 510 השנים הבאות ועד שההתנגדות תתפתח מנהיג חזק כמוהו, דרגה וקובץ שלהם.",0.0
message for modi and shah the hindu mobs murderers and rapists who slaughtered fetuses 2002 bajrang dal vhp rss and various sena goons and hindu terrorists general ,"מסר למודי ולשה, המאפיה ההינדית, רוצחים ואנסים, שטבחו בעוברים ב-2002, בנג'רנג דאל אר.אס.אס.אס.",1.0
modi kaa rally ,עצרת מודי קאה.,2.0
shame the word unknown modi his cronies pakistan start raising concerns over routine lynchings and torture cases that muslims are suffering india they may keep shut next time but again theyve shame,"חבל שהמילה ""מודי"" הלא ידוע שלו, חברי פקיסטאן, מתחילה לעורר חששות לגבי לינץ'ים ומקרי עינויים שגרתיים שהמוסלמים סובלים מהודו, הם עלולים להישאר סגורים בפעם הבאה, אבל שוב הם מתביישים.",0.0
saharanpur had muslim population according 2011 consensus which would nothing less than today both bsp congress fielded muslim candidates congress fielded candidate who proudly bragged about population while swearing chop modi remember this when vote,"לסהרהנפור הייתה אוכלוסייה מוסלמית על פי הקונצנזוס של 2011, דבר שלא פחות מהיום, שני המועמדים המוסלמים, שהוקצו על ידי הקונגרס, שהתרברבו בגאווה על האוכלוסייה בזמן שנשבעו ""ק צ'ופ מודי,"" זוכרים את זה כשהצביעו.",1.0
